问题,答案
104. 睡眠者效应 - SLEEPER，是什么？,简介： 睡眠者效应（Sleeper Effect），指由于 时间间隔使人们容易忘记传播的来源，而 只保留对内容的模糊记忆的现象。 在态度心理学中，人们把说话者因威信因 素产生的影响，随着时间的流逝而产生相 反效应的现象，称之为睡眠者效应。 听起来很复杂，但是简单来说，睡眠者效 应就是指信息源头和信息内容会被你慢慢 分离的现象，所以只要给你跟你原本态度 不一样的信息，最终你还是会受到影响。
104. 睡眠者效应 - SLEEPER，的来源是什么,来源： 睡眠者效应来自于二次世界大战，当时美 国对现役军人播放一些战争教育电影，主 要想提振美军的士气，让他们很想「参 战」！他们在这些军人看完电影之后，对 他们立刻测验，结果令电影拍摄者「大失 所望」，因为这些美军竟然完全不被电影 所影响，并没有因为看了电影，而产生任何感动或参战的衝动。检讨原因，应该是 因为美军在看电影之前，就已经先知道这 是一部战争教育片，那是拿来影响他们、 教育他们用的，因此美军在观赏电影之前， 就已经先在心裡建筑了一道无形的「心牆」，让这部电影的讯息「进不来」！纵 使那部电影拍得多么血腥，多么震撼，又 多么的令人气愤，任何正常人一看完都会 产生「战争」的愚蠢衝动，但是这些美军 因为「心牆」，所以让这部电影的讯息， 竟然进不了他们的内心深处。有趣的来 了。他们对同一批美军，在几个月后再做 第二批的调查，结果发现大家搞错了，电 影并不是没有进入美军的内心深处！它， 早就进来了。第二批的调查显示，许多美 军开始莫名其妙的产生了强烈的战斗的慾 望！他们不知道为什么，但是心理学家认 为，应该是几个月前的电影的效果，他们 开始研究，为何这些战斗电影的效益，要 到几个月后才会出现？而且，这些美军还 不知道，他们的战斗慾望，是因为这些电 影所造成的？他们以为已经「拒绝」了美 国政府的「强迫推销」，但其实，美国政 府早就已经成功的鑽入窜入他们的心裡 了？心理学家发现，原来，当下这些美军 对电影製作者（或许是他们的祖国「美 国」），有著太深的既定印象「美国就是要催眠我、叫我打仗」，所以不相信电影 的震撼画面，但是，过了几个月后，电影 的震撼画面的记忆，比对电影製片者的记 忆，撑得还要久，以致于最后美军只记得 那些震撼画面故事，忘了到底是谁给他们 那些震撼画面与故事的，这些电影，终于 在几个月后，达成了他们当初设定的目标！
104. 睡眠者效应 - SLEEPER，的解释，说明,解释，说明： 睡眠者效应 产生的原因，忘记人比忘记事要快。 凯尔曼和霍夫兰在解释睡眠者效应产生的 原因时指出：人们忘记沟通的来源（传达 者）比忘记沟通的内容要更快一些。 这 可能是，因为人名是一个抽象的概念，记 忆比较困难，而事情往往总是比较具体的、 比较形象的，这种形象具体的东西人们是 易于记忆与回忆的。这是记忆心理学原理 告诉我们的。因此，过了三周后，根据艾 宾浩斯的的遗忘规律，人名（信息传达者）在不再提及时，人们只能根据回忆任务来 进行回忆搜索，从而产生睡眠者效应。随着时间的推移，人们往往把信息本身和沟 通者分离开来，而且人们遗忘沟通者要比 忘记沟通内容更快一些，也就是说，处于 高可信性的沟通条件下的被试，在听了沟 通信息之后，立刻受到了影响，随着时问 的流逝，由于被试把讲话内容和发言人分 开了，沟通者是否是专家和具有值得信赖 的地位这部分的影响慢慢地消失，同样， 在低可信性的条件下，被试表明的态度反 映了信息内容的影响减去沟通者的低可信 性所产生的影响。后来，由于联系的分离， 沟通者的低威信所产生的不利影响渐渐消 失，因而对态度改变的总影响还是上升了。信息威信效应中断：由于信息发出者具有威信，这种威信就会 对接收信息的人产生认知偏差，对威信高 的信息发出者会采取全盘接受甚至扩大信 息的做法，而对威信低的信息发出者会采 取全盘否定甚至歪曲信息的做法，从而产生完全不同的效果。但过了一段时间后， 这种威信效应不再存在，因此，睡眠者效 应一下就凸现出来。可见，睡眠者效应是 与信息发出者威信效应中断有密切关系的。意义障碍：在接收信息过程中信息接收者会产生意义 障碍。意义障碍是指由于某些心理原因而 产生接受信息中的心理障碍，主要有信息 认知障碍与情感障碍两大类。信息接收者 心理上的意义障碍，会妨碍他理解、接受 与肯定发送来的信息，他会曲解发送来的信息，或者虽然理解发送来的信息但内心 不愿接受与肯定这一信息。这种意义障碍 的产生主要是由接受信息者对发送信息者 的情感冲突引起的。因此，在两者面对面 时这种意义障碍最为明显。随着时间的推 移，意义障碍就会被消失，睡眠者效应也 就产生。可见，信息来源对传播效果的影 响，只在即时效果上更明显，随着时间的 推移，差异逐渐缩小。从长远看，不管受 众感知的信息来源如何，他们从传播中得 到的信息内容是一样的，信息来源可信性 的影响仅限于受众对传播的接受动机。
104. 睡眠者效应 - SLEEPER，的现实例子举例,现实事例： 广告中的睡眠效应现象 重金打造的名人广告，起初确实创造了轰 动效应，极大地吸引了人们的眼球。但随 着越来越多的广告主采用此策略，受众开 始出现了见怪不惊的“审美疲劳” ，不再 相信“听我的没错”式的简单告知。广告 看多了，受众也会将媒体内容与广告分离，其广告投入换来的并不是一劳永逸的 效果。有时一些广告发布后业内人士批评 其平庸的创意，受众反映其乏味甚至反感， 指责牵强的情节，拙劣的表现，蹩脚的名 人登场等，总之是不好看的广告。但奇妙 的是，也许当广告主还在为广告反响不佳 懊恼时却惊喜地发现，广告产品的销量却 在上升。挨骂的广告居然也能卖产品？ 广告主无心之下栽了一根“刺” ，却意外 开出了花。这就要归功于睡眠效应了。那 些名人广告和那些 LOW 爆的广告在这点 上就很明显了，名人广告一开始因为权威， 所以你会很喜欢，很容易接受，但是那些但是那些 LOW 爆的广告，你会下意识的拒绝，因 为太 LOW 了。不过慢慢你会发现，无论 是名人广告还是 LOW 爆广告，到了最后 还是会影响你，意味着你还是会被这些广 告洗脑到。像当年的脑白金就是最好的例 子 了。大家都在吐槽，但是它们都卖得很好。 因为随着时间的流逝，大家慢慢忘记了那种吐槽情绪，只记得产品了。
104. 睡眠者效应 - SLEEPER，元吾氏文章《轮回是否存在》中，相关联的内容是什么,催眠特点：潜移、默化。 催眠，并不是一蹴而成，而是缓慢的“潜 移、默化” ，以达到强化潜意识倾向/幻 相、忘记真相之目的，是脑控中最难发 觉、最上上之策。 兵法的最高境界： 攻心为上、不费一兵一 卒、不战而屈人之兵，善之善者也。 即《孙子兵法》三十六计之第一技“瞒天 过海” ： “备周则意怠，常见则不疑。阴在阳之内，不在阳之对。
105. 假救赎，这个催眠策略是什么？,105. 知识能改变命运，工作能带来幸福，宗教能带来解脱，音乐能带来精神的快乐、填补内心的空虚，不停的吃食物能带来满足等等等等，每个人都有成千上万逃避自己的方式，不停的从外在寻找解脱的方法。甚至有的人还相信世上有个救世主，能为所有人带来彻底的自由和解脱。
106. 拖慢修行，这个催眠策略是什么？,106. 修行、得道，这些事情可以慢慢来，或者等我生活好一点了，再来全身心投入修行，现在只要每天拓展一点点，每天都跟以往一样，慢慢提升，在未来的几年后，或者多少年后，我就可以开悟得道了。
107.否定、破坏的倾向，这个催眠策略是什么？,107. 通过否定、破坏“不好”的事情来变成好的，通过否定、纠正某个人不好的一面，来使ta变得“好”。通过破坏邪恶、黑暗的东西，来达到完美等等。
108.多层恐惧，这个催眠策略是什么？,108. 一个个体深入去观察，释放某一个深层感受，可能会出现另一套复杂的，限制性的思维模式或者恐惧程序，阻止其去观察那个感受。而当个体返回来观察阻止他去观察的那个恐惧/信念体系/思维模式，又会开始有另一个强烈的恐惧感受阻止他去观察。这就像催眠系统的多层防御系统/“攻击”系统，超高智能、全自动化，层层防御/攻击，多种、多组合、多向性防御<－攻击，更难破解，极难破解。更加隐蔽，更多防御/催眠攻击方式。极好的屏蔽阻碍功能。阻碍是为了不被观察到进而破解。
109. 虚假的困意，这个催眠策略是什么？,109. 有时候我们在冥想，或者通过其他修炼方式，开始释放潜意识的幻相，包括负面感受，恐惧，控制的欲望等等，有可能会出现各种干扰，有可能会出一种困意，让你相信你真的很困，你真的需要休息。然后你就会真的放弃继续修炼冥想，跑去睡觉，或者做别的事情。
110. 潜移默化、机械化，这个催眠策略是什么？,110. 很多事情，某些个体在实践、执行某些事情和分享经验的时候，一开始都是很有创造力，有突破性，很自由，慢慢的会变得墨守成规、老套路、机械 化，并且有可能形成控制、机械化模式。这一招也是潜移默化的。慢慢的放大个体潜意识中一点点不客观、二元对立的倾向。不知不觉，形成一个大的催眠模式。
111.秩序与安全，这个催眠策略是什么？,111. 这个世界一定要有秩序，才能完美和安全。如果这个世界没有秩序，它将会变得很可怕，将会陷入混乱。各种支离破碎，冲突，bao力都会出现。只有每个人都遵守严格的秩序，世界才会有安全感。才会越来越文明。
"112. 恐惧""恐惧""，这个催眠策略是什么？",112. 恐惧的最高境界是恐惧“恐惧”本身。当一个人长期陷入压力、焦虑、恐惧，无法摆脱这些感受、思维模式和情绪。有可能就会下意识的害怕这些情绪能量，演变到恐惧这些恐惧。而这样一来，又衍生出新的恐惧。整一套限制模式，看起来就又更加无坚不摧。
113. 自言自语，这个催眠策略是什么？,113. 有时候一个人静心独处，头脑会蝶蝶不休的，自言自语，不断的故事情节和对话，我们会无意识的认同那个声音是自己在说话。认同那个身份。不断消耗精神和增加幻相。
114. 幻相逼真度，这个催眠策略是什么？,114. T组为了测试和实验一个个体能被催眠的程度，以及为了更好的加固幻相的逼真程度，会尝试很多模拟实验。比如，一套或者多套心智程序，运转到百分之几，能够催眠成功，使个体放弃做真实的自己，放弃继续拓展意识，突破创新，选择退回原有的心智模式，行为模式，限制和痛苦的现实体验。这现实的体验又反过来加固了原有的信念系统，让幻相变得更加逼真。而这样子又再一次创造了限制、沉重的现实体验。可以无限循环下去，幻相越来越逼真，直到道路的尽头。
115. 贫穷即灵性，这个催眠策略是什么？,115. 灵性的人都是很贫穷的，金钱是万恶之源。拥有太多金钱会使人变得腐败。真正觉醒的人是抛弃金钱，不受金钱的束缚的。越贫穷的人，越接地气，越活在当下。灵性的人都是付出和奉献的，不会去占有金钱的，会活得很贫穷，等等。
116. 绝对的自由，这个催眠策略是什么？,116. 灵魂是不死的，绝对不死的，即使体验莫大的恐惧、极端困境、各种负面情绪，那又怎样？依然能够觉察和释放它们。能够从中提升自己的觉知力。能够增强定力。这才是绝对的自由。不管发生什么，都永远困不了你。
117. 过去经验的累积，这个催眠策略是什么？,117. 很多人几十年的一生会经历非常多的痛苦、冲突、虚伪、孤独等等负面感受，这些又成了我们过去的经验，但是我们并没有去释放这些东西，紧接着我们继续不停的追求外在的快乐。又或者继续宣扬道德和善。这样一来，我们很多人的内在都累积和压抑了无穷无尽过去的经验。这些经验和情绪又反过来限制和极大的影响我们。
118. 扭曲文字信息，这个催眠策略是什么？,118. 现在是网络信息非常广泛的时代，网上有大量的信息，也有很多传播和揭露与觉醒有关的信息，这些信息里面，有很多以文章的形式传播，有时候整篇文章里面，只需要篡改一个字，整段话或整篇文章的意思就有可能被改变，变成催眠信息，影响到潜意识。对于那些没有警惕性，容易轻易认同文字信息的人，催眠成功率更高。
119.理论化修行，这个催眠策略是什么？,119. 网上经常有大量的文章在谈 论和解释怎么修行，什么是觉醒，什么是 修行，其中有非常多的是未得道者在教别人怎么修行，什么是真正的修行，什么是 错误的修行，什么是真正的佛法 什么是 错误的修佛等等的文章。通过大量的传播 此类文章，可以误导很多人到错误的修行方 向，浪费很多时间，降低觉醒意愿。甚至 增加幻相。 特点：由于传播此类文章的人有时候自身 辩识力也不高，觉醒意愿也不一定强，不 知不觉中反而成了阿 T 的好帮手，而不 自知。
120. 虚假记忆，这个催眠策略是什么？,120. 我们在生活中与一些人接触久了，会慢慢累积起对这些人的意象。——认知，偏见。（包括好的，坏的，正义的，邪恶的偏见）等等，即使过了很久很久，也许5年，十年，我们还是会带着过去累积起来的对某些人的意象去看待那个人。而不是看到那个人的真实情况。而这个意象必然产生分化和冲突。
121. 自我重要感、认同，这个催眠策略是什么？,121. 有成千上万的人，一辈子做了成千上万的事情，不断的逃避，不断的控制，不断的意淫，什么事情不能做，什么事情可以做，都是因为害怕失去这个自我，害怕彻底被“杀掉”，害怕不被集体认同。甚至连修行的方式也变得固守传统。也是害怕失去自我，“如果我那样子做，会非常危险，我会被杀死。”“而我这样子一点一点修行，一点一点进步，慢慢到达成功，开悟，这样子是安全的。”
1. 死后接引进入白光隧道，这个催眠策略的应对方法是什么,1. 我们都是自由意识，为什么 不问问我们是否还想继续轮回呢？就默认 让我们继续轮回了？选择呢？真正的本源 是不会来接引你的，来的都是虚幻投影的 假象，带自己进入假的白光隧道，自己稀 里糊涂被轮回。想要不被忽悠，需要认 真实修破幻。
2. 仇恨或感情，这个催眠策略的应对方法是什么？,2. 冤冤相报何时了，我们不 需要受任何情绪的羁绊。缘分也是幻相， 仇恨也是幻相，对前缘割舍，对仇人原 谅；一切都是体验，都是游戏，不当真 不陷入，玩完就走不留恋。
3. 使命感，这个催眠策略的应对方法是什么？,3. 使命绑架？每个灵魂最初来 到地球是会有体验的目的和意愿，但是都 是会尊重自由意识的，没有什么是必须做， 不做不行的。因为一切都是游戏，你可以 玩帮助别人的游戏，但是如果执着和当真 就陷进去了。如果真要拯救，先拯救自 己吧。
4. 救赎，这个催眠策略的应对方法是什么？,4. 一切只是一场游戏一场戏， 每个人在游戏里扮演不同的角色，大家 都是玩家都是演员，把游戏里的内容当 真，把戏里的剧情当真，岂不是很可笑？ 戏都杀青了，里面角色欠你的跟我有毛 线关系？
5. 假空派，这个催眠策略的应对方法是什么？,5. 可以应用元老师那句话—— 所有的真相=空+有+两者的关系，缺任何 一个都不是究极。
6. 地球是个学校，这个催眠策略的应对方法是什么？,6. 你见过不让转学、不让退 学、 一入学就必须一直强制在校的学校 吗？不给学生任何恢复自由选择权的学 校？层层设防就怕学员跑掉，这跟监狱 有区别吗？灵性讯息一边说我们都是源 头的显化，我们都是完美的，一边又说 我们需要学习和进化，这不是自相矛盾 吗？
7. 爱好上瘾，这个催眠策略的应对方法是什么？,7. 有爱好是好事，可以很好 的体验人世生活，但物极必反；太狂热 就会被程序控制，成为内分泌的奴隶， 将自己锁定在以物质身体为主的低频上， 无法自拔。而且也可以觉察自己是真的 热爱还是在逃避什么？
8. 得道无趣论，这个催眠策略的应对方法是什么？,8. 得道只是看破幻象，验证 到一切原来真的只是个游戏而已。知道 了是游戏，反而会玩的更加尽兴。所以 得道后人生反而会更丰富，感受更深刻， 更喜悦，玩的更爽。
9. 信息匮乏焦虑，这个催眠策略的应对方法是什么？,9. 大道至简，很多经典已经 把道理都讲明白了，再去接触太多新灵 性信息只会“多则惑”，不如专心实修，踏 踏实实静观破幻，合一本源。
10. 不断重复强化潜意识，这个催眠策略的应对方法是什么？,10. 这个需要高度持续的觉察， 这个方法同时也是一把双刃剑，可以给 自己用同样的方式植入反催眠程序，来 重复强化催醒意识。
11. 人生安于现状，这个催眠策略的应对方法是什么？,11. 满足是一把双刃剑，会让人安于现状，减弱觉醒的意愿，从而无法脱离轮回。你想住个豪华监狱，还是想从监狱中出去？
12. “活在当下”or“逃避当下”，这个催眠策略的应对方法是什么？,12. 分清自己真的是在专注当下，还是在逃避当下？是真的敢于面对自己的全部，还是用一些外在的东西来催眠自己，掩盖自己的不开心的部分，然后假装开心呢？
13. 觉醒恐惧论，这个催眠策略的应对方法是什么？,13. 有人想觉醒有一部分原因确实是出于恐惧和逃避，但是不意味着想觉醒的念头本身有什么问题。一个游戏玩腻了，想换个游戏玩，不代表是出于对原游戏的恐惧吧？过好当下和觉醒是和谐的，不是对立的。觉醒需要巨大的毅力和决心，需要数十年如一日的坚持，如果目标都不明确，结果往往随波逐流。
14. 寓言、故事、名人轶事、俗话说、常言道，这个催眠策略的应对方法是什么？,14. 时刻警醒，日常生活中仔细辨别，锻炼辨识力。对任何信息都不要盲目相信，客观理性的看待，独立思考。既不做杠精，也不做傻白甜。
15. 从众心态中的顺应大众心理，这个催眠策略的应对方法是什么？,15. 要了解到自己本来就是独立完美的个体，本性具足，每个人都是来人世体验各种境遇，因此没有分别，做好自己，追求自己的体验，自立，自信。
16. 从众心态中的个体防护心理，这个催眠策略的应对方法是什么？,16. 时刻警醒，审时度势，客观判断，独立自主选择。
17. 急功近利，这个催眠策略的应对方法是什么？,17. 顺其自然，过程努力，不操心结果。
18. 修行高人一等，这个催眠策略的应对方法是什么？,18. 每个灵魂都是平等的，都是自由意识，在游戏里每个灵魂寻求的体验不同，玩法不同，被催眠的程度也不同。但是本质是相同的、平等的。心态不平等只能说明自己在这里被严重催眠了。
19. 社会标榜的主流价值观的裹挟，这个催眠策略的应对方法是什么？,19. 认清自己的本来面目，明白人生的真正目的不是被大众认可，敢走并且坚持走自己的路，做好自己。
20. 沉溺虚拟世界，这个催眠策略的应对方法是什么？,20. 正常使用不依赖、不执着，在使甪过程中带着觉察，不对科技有攀附，不迷失自我。
21. 修行就是自虐，这个催眠策略的应对方法是什么？,21. 修行跟享受生活不矛盾，只要带着觉知，不沉溺，不陷入物质享受，就能修行生活两不误。
22. 得过且过，这个催眠策略的应对方法是什么？,22. 根本就没有什么天命，你就是自己命运的主人，保持自己的活力，发挥主观能动性，勇于冲破困境的束缚，就能拨云见日，重获新生。
23. 避免恐惧低频，这个催眠策略的应对方法是什么？,23. 恐惧是一种主观感受，与客观事件无关。否认负面不等于负面不存在。表意识一味否定，其实反而是一种变相肯定。敢于面对自己的恐惧，客观看待一切负面，内心如如不动，才是真的强大。
24. 偏信“高灵”的信息，这个催眠策略的应对方法是什么？,24. 你如何能判定你所连接的高灵是正面存在呢？如何判定对方没有欺骗你呢？与高灵保持连接的确非常好，也非常有必要，可以帮助我们修行，但是需要保持高度警惕，仔细辨别。因为有部分假“高灵”在催眠或者其他场景中出现，“高灵”的信息未必全是真的，要提高警惕，注意鉴别。提高辨识力的技术关键，叫做：客观。
25. 盲目否定“高灵”信息，这个催眠策略的应对方法是什么？,25. 只有一部分是假高灵，不能以偏概全。千万不要因为一部分假高灵就造成对“高灵”的恐惧，那样就又上当了。阿T越怕我们链接高灵、越捣乱，越说明链接高灵的重要性！！！不要怕遇到假的，多链接，自然就有经验识别真假了。不要怕摔倒，否则永远学不会跑；两个极端，都是阿T要误导的；要客观，防止走极端。提高辨识力的技术关键，叫做：客观。
26. 盲目否认催眠信息，这个催眠策略的应对方法是什么？,26. 仔细想想，你的小我能编出这么有智慧的话语和故事？不要高估自己的小我，黑黑很害怕我们链接“高灵”，所以千方百计的阻挠、歪曲、丑化，所以大家要提高警惕，多尝试，多研究催眠，然后在生活中多验证，就会发现“高灵”指引的重要性。
判断真假高灵的办法是什么,真高灵的信息特点普遍是不断提醒自己内 求（自爱，自强），一元性，意识极其宽广， 尊重自由意志，不需要你对他崇拜，以个 体提升为最高利益； 假高灵的信息普遍是倾向于外求（业力 法庭，符咒，术，神通，坐等扬升），二 元性，性格不稳定，缺乏耐心，喜欢变 换各种宗教或者神话的形态，意识频率 狭窄，以偏概全。 共同的特点：能量感强，与爱产生共振；破解——根据以上的特点，只能是提高正 确辨识的成功率，但不能保证百分百， 因为有些个体的主观介入，会出现信息 的变形，甚至有些假高灵的意识强度非 常高，并不能马上识破，需要你保持客 观和耐心，并对答案进行多方验证，有 必要时可以用一些挖坑的问题进行试探。 （挖坑问题是指你已经知道正确答案的问 题）
27. T组邪恶论，这个催眠策略的应对方法是什么？,27. 注意游戏心态。没有正义邪恶，没有正面负面，只是游戏的红蓝方而已。客观看待T组黑黑，如果自己有情绪，可能陷入了敌我斗争和受害者幻象中。
28. 修行就是要修出功能，这个催眠策略的应对方法是什么？,28. 人本来就是自由的，限制反而是后加的；修行不是修出之前没有的功能，而是恢复自己的本性，恢复自由，了解自己的本来面目。
29. T组是帮助人类的，这个催眠策略的应对方法是什么？,29. T组的目的就是控制人类，把人类永远囚禁在地球上，从而满足他们的种种利益。你可以把T组的催眠作为检索自己漏洞的工具，但是T组的角色就是反派，我们不要敌友不分。客观看待游戏里的对手即可。
30. 个人崇拜，这个催眠策略的应对方法是什么？,30. 所有人都是一体的、平等的，得道之人也是普通人，只是比多数人更早证悟了真相，本质上并没有区别，只要自己努力修行，一样可以达到他们的境界。搞个人崇拜等于向外求，把自己的 力量放在外面。
31. 上师依赖，这个催眠策略的应对方法是什么？,31. 修行是内求的过程，是外人代替不了的，外力只能辅助，老师很重要，但是依赖老师就永远无法得道。只有摆脱依赖心，靠自己一点点的去实践、去证悟才能真正成功。有的人以为上师或者高灵可以把自己带出 轮回。实际上是不可能的。任何被带走的， 都会被自动吸回来，同频相吸原理，任何 人都逃不过去的自然规律。 说能带走你 的，只有一种人：骗子。
32. 把扬升到高次元当成终极目标，这个催眠策略的应对方法是什么？,32. 不努力内求，坐等扬升，结果只是会被T组利用，去等待一个虚幻的未来。而且地球的第五次元也在T组管辖区内，无非就是一个更舒适豪华的监狱。只要你的意识强度不到9，在几次元都会被捕获和催眠。
33. 有神通就是依赖神通，这个催眠策略的应对方法是什么？,33. 有神通=依赖神通？出体、灵视都是到了一个阶段的自然现象，是本来每个人都有的功能，只是因为心障暂时无法实现而已；这些本来也都是探索世界的手段，只要不过度追求和执着就好。
34. 偷换概念，这个催眠策略的应对方法是什么？,34. “偷换概念”的主要方法如下 ——(1) 任意改变一个概念的内涵和外延．使之变成另一个概念。(2)利用多义词可以表达几个不同概念的特点，故意把不同的概念混淆起来。(3)抓住概念之间的某些相似之处，抹杀不同概念的本质区别。(4)混淆集合概念与非集合概念。所以，不如不提高警惕，很容易陷入逻辑陷阱，被别人的认知牵着走；因此，保持独立的觉知，时时警醒，独立判断，才能接近事物的真相。
35. 集体意识很“可怕”，这个催眠策略的应对方法是什么？,35. 这也是一种典型的“偷换概念”，集体意识并不是抹杀个人的个性，也不是代替个人的思考，而是集合大家的意志和意愿，共同发力，可以让力量更强大。集体意识的效果完全取决于该集体意识的 特性，比如元吾氏老师倡导的的催醒集体 意识，是集合大家的智慧，形成强大的集 体智慧体和意志体，意识强度更高，更难 被催眠；大家拧成一股绳，更难被击破； 所以与集体意识合一的程度越深，对幻相 有更强的抵御能力；所以不要偏听偏信， 相信自己，用实践来证明！
36. “人身难得”，这个催眠策略的应对方法是什么？,36. “人身难得”=监狱难得！来体验是可以，但是如果一旦进来体验后，再出去却发现没那么容易了呢？如果说这是“学校”，见过随便入学但是想方设法让你无法毕业的学校吗？哪个星球都没有“人身难得”，不存在这种体验机会的稀缺性，制造“稀缺性”的假象恰恰就是想要“请君入瓮”。
37.断章取义，这个催眠策略的应对方法是什么？,37. 任何话都是有语境的，不看下文，断章取义，很容易让人产生误解，被人有目的得带偏，甚至对得道者产生怀疑，从而让某些人达到不让更多人了解到最终真相的目的。
38. 天不怕地不怕，轮回也不怕，这个催眠策略的应对方法是什么？,38. 看清催眠轮回系统只进不出的真相，看清自己意识中还不够自在的点，并理解觉醒后不再轮回并不是因为害怕轮回，而是变得更自由，存在于比催眠轮回系统更广阔的世界中。
39. 引导追求“顿悟”，这个催眠策略的应对方法是什么？,39. “知道=做到”吗？“理可顿悟，事须渐修”，脚踏实地，时时内省，每天进步一点，逐渐增加合一破幻深度，日久自然见证终极真相。
40. 强调“命功成就”，这个催眠策略的应对方法是什么？,40. 肉体只是体验工具，本质上也是一种幻相；可以修，但不可当做终极目标，太执着于肉身反而是一种障碍，也是需要“破幻”的；催眠的目的就是让你去执着修肉体，带偏你，没商量。
41.强调“高频”，回避“低频”，这个催眠策略的应对方法是什么？,41. 提高意识强度的关键是拓宽频率的范围，频率既有高频也包含低频，如果只关注高频拓展而刻意回避低频怎么能从根本上拓宽范围？世界本来就是“一元”的，“高频”和“低频”本质上也是合一的，只有去除偏见，平常心对待所有事物，才能从根本上提升意识强度。
42. 灵性评判系统，这个催眠策略的应对方法是什么？,42. 得道者=自由者，不符合任何“标准”。符合什么“标准”的，怎么会是自由者？意识开放，尊重自由意志，保持客观，时刻觉察自己是否带着一套评判体系去衡量别人、评判别人、绑架别人。爱不评判，评判不爱。
43. 传统习俗、社会宣传、舆论导向，这个催眠策略的应对方法是什么？,43. 开放意识，拓宽意识自由度，警惕自圆其说和僵化的思维模式。
44. 摧毁（绊倒）只是一瞬间，这个催眠策略的应对方法是什么？,44. 人之所以有情绪，是因为潜意识中存在的观念和意愿受到了挑战，遇到的场景不符合自身的价值观或愿望，从而触发情绪；而这些恰恰是需要修补的漏洞，针对这些漏洞，最好的方法就是通过静观来发现控制情绪的、潜藏在意识深处的观念；通过静观，找到观念的源头，并且静静观察，让他们自行化解；这样清除掉控制情绪的观念，也就补上了这个漏洞，从而从被观念的绑架与奴役中解脱出来。
45. 爱就是要善良，这个催眠策略的应对方法是什么？,45. 爱，不等于善良；道德绑架不是爱，是评判；爱，不是道德绑架；爱，就是一体。
46. 脱离轮回的意愿=“执念”?，这个催眠策略的应对方法是什么？,46. 典型的“釜底抽薪”，如果连最基本的“意愿”都不强烈，怎么能实现脱离轮回？适当的“执念”还是要有的！
47. “人无远虑，必有近忧”，这个催眠策略的应对方法是什么？,47. 要明白就这么一句简单的话，听上去好像没毛病，还挺有道理，但实际却是在你的潜意识里面植入了恐惧，这个“恐惧”的感觉就像你是背付了一笔巨额的高利贷，无论你怎么拼命的工作去偿还利息，都永远无法还清这一笔债，最终让你觉得被恐惧支配是理所当然的事情，一直处于“恐惧”的低频状态中。所以说自身要有警觉性，弄清楚这种催眠于无形的套路，提高自己接受信息的辨识度，形成良好的心理防御系统。
48. 最重要的幻相：“时间”，这个催眠策略的应对方法是什么？,48. “时间”是幻相，是体验工具，永远只有当下一刻，一旦陷入这种幻相，就会不断的在“过去”和“未来”间彷徨，不是留有“遗憾”就是存在“憧憬”，把最关键 的“当下”错过了；前世也是在当下同时发生的，不存在先后顺序，前世的遗憾在当下就可以解决；活在当下是完全接纳现状/纯客观，不逃避现状，自然会积极参与改变不利的状况，被动➡主动=允许更多的可能性=频率扩展=意识强度提升。
49. “捧杀”策略，这个催眠策略的应对方法是什么？,49. 这是一个重要的、几千年来行之极为有效的催眠策略，利用很多上师想要传道的慈悲，通过道德绑架和本身对“自我”的认同感，稍微一点大意就容易被这种策略得逞；唯一的方法就是时时刻刻地警觉，所有的上师只是分享经验，每个人只能自己解救自己，真正的得道者得到的是自由，而不是责任感。
50. “得道者”无所不能，这个催眠策略的应对方法是什么？,50. 得道者全知全能是纯粹的催眠信息，混淆视听，让你找不到真正的得道者。得道者只是脱离轮回者，没有那么全知全能，也不可能全知全能；得道者也是普通人一枚，每个人有明确的目标、适合自己的方法、坚持不懈勇往直前，都可能做到；无所不知、无所不晓的除了本源，就是骗子。
51. “得道者”是道德楷模，这个催眠策略的应对方法是什么？,51. “虽名得道，实无所得”。“道”是人的本来面目，并不是得到一种新的东西，而是每个人本来具有的本质，只是回归到自己自由的本来面目，所以每个得道者都是不同的，拥有个性的，不能通过一个统一的行为和道德标准来定义“得道者”，更不能道德绑架。
52. 逃避“负面”信息，这个催眠策略的应对方法是什么？,52. 全部真相=一元+二元+两关系，缺一不可。报喜不报忧，自欺欺人，如何客观？修行就是要勇于面对真相，而不是只相信自己愿意相信的；如果因为有创伤，没有释放，因而无法忍受“不好的”“负面的”信息，那怎么会从根本上解决问题呢？怕什么，恰恰就是漏洞。只有勇于面对，面对真相，才能拓宽自己的意识范围，不断成长。
53. 破坏团结，制造“二元”分离，这个催眠策略的应对方法是什么？,53. 人们通过种族、性别、地位、宗教、遗产或国籍等，更加狭隘地认同“自己”，很容易趋向于一种暴力。最危险的人，往往是对身份认同更加敏锐的人。我们如果总在剖析、分裂事物，并对社会和现实产生碎片化的看法，就会采取消极措施，创造更多的混乱，分裂和分离。如果我们能看到和感觉到万物之间的联系和完整性，真正体认到“万物一体”，就会从根本上解决因为害怕失去“自我”因而过分强调“自我”而带来的分离，让我们人类的集体灵能够更团结，凝聚力更强，更难被催眠，更难被干扰与操纵，早日实现人类的整体觉醒。
